Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
221,20033,Jason Sanders,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.7,131.5
222,17085,Alex Singleton,PHI,OLB,17,0,0,0,0,0,0,0,0,2.3,0.8,1,0.5,7.7,131.21
223,22587,Amon-Ra St. Brown,DET,WR,17,0,0,0,1,0,52.6,617.3,2.9,0,0,0,0,7.7,131.03
224,16866,Jamison Crowder,NYJ,WR,17,0,0,0,2.9,0,51.1,584.2,3.6,0,0,0,0,7.7,130.61
225,20239,Gus Edwards,BAL,RB,17,0,0,0,768.1,5.3,11.4,101.8,0.4,0,0,0,0,7.6,129.99
226,14856,Zach Ertz,PHI,TE,17,0,0,0,0,0,53.7,552.4,3.7,0,0,0,0,7.6,129.94
227,20941,Devin Singletary,BUF,RB,17,0,0,0,568.9,2.6,30.8,223.9,1.1,0,0,0,0,7.6,129.88
228,9196,Malcolm Jenkins,NO,SS,17,0,0,0,0,0,0,0,0,2.4,1,1.4,0.7,7.6,129.73
229,16783,Bud Dupree,TEN,OLB,17,0,0,0,0,0,0,0,0,10.7,0.3,1.1,0.6,7.6,129.69
230,17215,Jason Myers,SEA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.6,128.9
231,549,Matt Prater,ARI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.6,128.5
232,1694,Mason Crosby,GB,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.5,127.7
233,16467,Kyle Van Noy,NE,LB,17,0,0,0,0,0,0,0,0,6.4,0.2,1.2,0.6,7.5,127.68
234,20769,Matt Gay,LAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.5,127.1
235,21772,Cole Kmet,CHI,TE,17,0,0,0,0,0,53.8,524.5,3.8,0,0,0,0,7.5,127.05
236,19989,Daniel Carlson,LV,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.4,126.1
237,21739,Van Jefferson,LAR,WR,17,0,0,0,13.4,0,46.2,579.8,3.5,0,0,0,0,7.4,125.92
238,16847,David Johnson,HOU,RB,17,0,0,0,430.1,3.4,29.9,262.6,1.2,0,0,0,0,7.4,125.37
239,21005,Parris Campbell,IND,WR,17,0,0,0,57.8,0.3,47.1,565.1,2.5,0,0,0,0,7.4,125.19
240,20912,Tony Pollard,DAL,RB,17,0,0,0,466.4,3.4,30.8,225.9,1.1,0,0,0,0,7.3,124.83
241,19815,Christian Kirk,ARI,WR,17,0,0,0,13.7,0,48.1,570.8,3.2,0,0,0,0,7.3,124.75
242,19238,Taysom Hill,NO,QB,17,1063.9,6.9,4,371.7,4.9,0,0,0,0,0,0,0,7.3,124.33
243,21123,Donovan Wilson,DAL,S,17,0,0,0,0,0,0,0,0,3.8,1.7,1.3,0.7,7.3,123.51
244,19862,Harold Landry III,TEN,OLB,17,0,0,0,0,0,0,0,0,6.7,0.8,1.2,0.6,7.3,123.49
245,21756,Nico Collins,HOU,WR,17,0,0,0,0,0,46.3,585.7,3.2,0,0,0,0,7.3,123.47
246,14996,Brandon McManus,DEN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.2,123.2
247,16451,Eric Ebron,PIT,TE,17,0,0,0,0,0,49.4,499.2,4.1,0,0,0,0,7.2,122.92
248,22266,Krys Barnes,GB,LB,17,0,0,0,0,0,0,0,0,1.1,0.3,0.9,0.4,7.2,122.87
249,16133,Christian Kirksey,HOU,OLB,17,0,0,0,0,0,0,0,0,1.9,1.3,1,0.5,7.2,122.83
250,17958,Emmanuel Ogbah,MIA,DE,17,0,0,0,0,0,0,0,0,10,0.4,1.1,0.6,7.2,122.2
251,16191,Chris Boswell,PIT,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.2,122.1
252,14888,Logan Ryan,NYG,CB,17,0,0,0,0,0,0,0,0,2.2,2,1.4,0.7,7.2,121.84
253,16301,Cairo Santos,CHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.1,121.3
254,21120,Cole Holcomb,WAS,ILB,17,0,0,0,0,0,0,0,0,2.4,0.6,1.2,0.6,7.1,120.68
255,14867,Dustin Hopkins,WAS,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.1,120.6
256,16056,James White,NE,RB,17,0,0,0,167.8,1.7,48.8,382,1.4,0,0,0,0,7.1,120.58
257,18464,J.D. McKissic,WAS,RB,17,0,0,0,252.6,1.1,47.6,353.6,1.2,0,0,0,0,7.1,120.42
258,21519,Joey Slye,CAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.1,120.4
259,18559,Cory Littleton,LV,ILB,17,0,0,0,0,0,0,0,0,1.8,0.8,1.2,0.6,7.1,120.26
260,19953,D.J. Reed,SEA,CB,17,0,0,0,0,0,0,0,0,0.1,2.1,1.5,0.7,7,119.72
261,19457,Blake Jarwin,DAL,TE,17,0,0,0,0,0,47.5,501.9,3.8,0,0,0,0,7,119.69
262,20731,Johnathan Abram,LV,FS,17,0,0,0,0,0,0,0,0,0.1,1.6,1.3,0.6,7,119.62
263,18935,Gerald Everett,SEA,TE,17,0,0,0,0,0,49.4,504.1,3.5,0,0,0,0,7,119.61
264,10333,Graham Gano,NYG,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7,119.6
265,16159,Stephon Tuitt,PIT,DE,17,0,0,0,0,0,0,0,0,8.8,0.2,1.2,0.6,7,119.46
266,17139,Josh Lambo,JAX,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7,119.1
267,20737,Josh Allen,JAX,DE,17,0,0,0,0,0,0,0,0,11.2,0.5,0.9,0.5,7,118.99
268,20989,Quinnen Williams,NYJ,DE,17,0,0,0,0,0,0,0,0,6.1,0.3,1,0.5,7,118.97
269,20943,Darius Slayton,NYG,WR,17,0,0,0,3.3,0,41.9,601.4,2.9,0,0,0,0,7,118.77
270,16003,Sammy Watkins,BAL,WR,17,0,0,0,2.7,0,44.1,525.8,3.8,0,0,0,0,7,118.75
271,19871,Sam Hubbard,CIN,DE,17,0,0,0,0,0,0,0,0,4.7,0.2,1.2,0.6,7,118.74
272,19287,Kenny Moore II,IND,CB,17,0,0,0,0,0,0,0,0,2.5,2.4,1.5,0.7,6.9,117.55
273,18023,Justin Simmons,DEN,FS,17,0,0,0,0,0,0,0,0,0.1,3,1.3,0.6,6.9,117.37
274,19514,Keelan Cole,NYJ,WR,17,0,0,0,1.6,0,41.1,528.2,4,0,0,0,0,6.9,117.28
275,18037,De'Vondre Campbell,GB,OLB,17,0,0,0,0,0,0,0,0,1.4,0.6,1.2,0.6,6.9,116.73
276,19310,Nicholas Morrow,LV,OLB,17,0,0,0,0,0,0,0,0,1.7,0.8,1,0.5,6.9,116.69
277,16035,Malcolm Butler,ARI,CB,17,0,0,0,0,0,0,0,0,0,2.7,1.6,0.8,6.9,116.65
278,22496,Mac Jones,NE,QB,17,1966.4,10.6,6.3,63.3,0.8,0,0,0,0,0,0,0,6.9,116.59
279,21940,Antoine Winfield Jr.,TB,S,17,0,0,0,0,0,0,0,0,2.4,1.1,1.7,0.9,6.8,116.33
280,20128,Phillip Lindsay,HOU,RB,17,0,0,0,635.4,3.3,19.4,132.8,0.4,0,0,0,0,6.8,116.22
281,20991,Khari Willis,IND,SS,17,0,0,0,0,0,0,0,0,1.3,1,1.5,0.7,6.8,115.86
282,16640,John Brown,LV,WR,17,0,0,0,1,0,41.8,561.5,3.1,0,0,0,0,6.8,115.65
283,17994,Kevin Byard,TEN,FS,17,0,0,0,0,0,0,0,0,0.1,1.7,1.3,0.6,6.8,115.57
283,18979,John Johnson III,CLE,SS,17,0,0,0,0,0,0,0,0,0.1,1.3,1.3,0.7,6.8,115.57
285,21332,Troy Reeder,LAR,ILB,17,0,0,0,0,0,0,0,0,2.3,0.3,0.8,0.4,6.8,115.31
286,21054,Devin Bush,PIT,ILB,17,0,0,0,0,0,0,0,0,1.2,0.6,1.4,0.7,6.8,115.14
287,28,Pittsburgh Steelers,PIT,DST,17,0,0,0,0,0,0,0,0,41.3,12,12,12.2,6.8,115
288,20325,Greg Joseph,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.8,114.8
289,17187,Anthony Harris,PHI,FS,17,0,0,0,0,0,0,0,0,0,2.1,1.3,0.7,6.7,114.5
290,17935,Leonard Floyd,LAR,OLB,17,0,0,0,0,0,0,0,0,7.5,0.3,1.4,0.7,6.7,114.4
291,21786,Adam Trautman,NO,TE,17,0,0,0,0,0,41.6,467.7,4.5,0,0,0,0,6.7,114.37
292,18917,Marlon Humphrey,BAL,CB,17,0,0,0,0,0,0,0,0,1.1,1.4,1.7,0.8,6.7,113.77
293,21923,Kamren Curl,WAS,S,17,0,0,0,0,0,0,0,0,1.4,1.7,1.1,0.5,6.7,113.73
294,20144,Michael Badgley,LAC,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.7,113.7
295,19041,Jake Elliott,PHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.7,113.4
296,19070,Chuck Clark,BAL,SS,17,0,0,0,0,0,0,0,0,1.2,0.9,1.7,0.9,6.7,113.34
297,18215,Ka'imi Fairbairn,HOU,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.7,113.1
298,18909,Haason Reddick,CAR,OLB,17,0,0,0,0,0,0,0,0,6.3,0.4,1.3,0.6,6.7,113.06
299,16323,Khalil Mack,CHI,OLB,17,0,0,0,0,0,0,0,0,7.4,0.7,1.2,0.6,6.6,112.98
300,11694,Nick Folk,NE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.6,112.9
301,18902,Jabrill Peppers,NYG,SS,17,0,0,0,0,0,0,0,0,1.3,1.1,1.3,0.7,6.6,111.91
302,18939,Marcus Maye,NYJ,FS,17,0,0,0,0,0,0,0,0,1,1.5,1.5,0.8,6.5,111.15
303,17059,Grady Jarrett,ATL,DT,17,0,0,0,0,0,0,0,0,7.2,0.3,1.2,0.6,6.5,110.99
304,20778,Dre Greenlaw,SF,OLB,17,0,0,0,0,0,0,0,0,1.4,0.6,1.2,0.6,6.5,110.58
305,16902,Adrian Amos,GB,FS,17,0,0,0,0,0,0,0,0,1.2,1.4,1.5,0.7,6.5,110.54
306,16794,Landon Collins,WAS,SS,17,0,0,0,0,0,0,0,0,1.5,0.8,1.3,0.6,6.5,110.3
307,14975,Vince Williams,PIT,ILB,17,0,0,0,0,0,0,0,0,2.7,0.2,1.1,0.5,6.5,110.24
308,22623,Rashod Bateman,BAL,WR,17,0,0,0,1.3,0,37.9,497.4,3.8,0,0,0,0,6.5,109.97
309,19842,Rashaan Evans,TEN,ILB,17,0,0,0,0,0,0,0,0,1.3,0.1,1,0.5,6.5,109.81
310,13748,Dont'a Hightower,NE,LB,17,0,0,0,0,0,0,0,0,4.4,0.2,0.8,0.4,6.4,109.53
311,21015,Maxx Crosby,LV,DE,17,0,0,0,0,0,0,0,0,8.3,0.3,1.1,0.6,6.4,109.51
312,14461,Harrison Smith,MIN,SS,17,0,0,0,0,0,0,0,0,0.8,2.4,1.3,0.7,6.4,109.46
313,15071,Latavius Murray,NO,RB,17,0,0,0,473.9,3.2,22.5,171.3,0.8,0,0,0,0,6.4,109.02
314,19828,Sony Michel,LAR,RB,17,0,0,0,592,4,12.8,106,0.6,0,0,0,0,6.4,108.8
315,16849,Danielle Hunter,MIN,DE,17,0,0,0,0,0,0,0,0,9.3,0.2,0.8,0.4,6.4,108.66
316,22908,Evan McPherson,CIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.4,108.2
317,16724,Adrian Phillips,NE,SS,17,0,0,0,0,0,0,0,0,0.7,0.7,0.9,0.5,6.4,108.14
318,36,Baltimore Ravens,BAL,DST,17,0,0,0,0,0,0,0,0,39.5,13.1,25,13.6,6.4,108
318,19976,Marquez Valdes-Scantling,GB,WR,17,0,0,0,10.2,0,31.4,541.8,3.7,0,0,0,0,6.4,108
320,18981,Trey Hendrickson,CIN,DE,17,0,0,0,0,0,0,0,0,10.3,0.4,0.9,0.4,6.3,107.91
321,14916,Giovani Bernard,TB,RB,17,0,0,0,191.8,1.2,43.2,324.9,1.2,0,0,0,0,6.3,107.87
322,18060,Ronald Blair,NYJ,DE,17,0,0,0,0,0,0,0,0,8.3,0.6,0.9,0.4,6.3,107.81
323,22005,Jordyn Brooks,SEA,LB,17,0,0,0,0,0,0,0,0,0.7,0.3,0.9,0.5,6.3,107.79
323,19172,Zach Pascal,IND,WR,17,0,0,0,0.8,0,37.3,510.1,3.3,0,0,0,0,6.3,107.79
325,21759,K.J. Hamler,DEN,WR,17,0,0,0,39.5,0.1,39.7,466.7,2.9,0,0,0,0,6.3,107.52
326,16364,Anthony Hitchens,KC,LB,17,0,0,0,0,0,0,0,0,0.9,0.1,1,0.5,6.3,107.43
327,12902,Cameron Heyward,PIT,DT,17,0,0,0,0,0,0,0,0,5,0.3,1.3,0.7,6.3,107.3
328,20791,Will Harris,DET,SS,17,0,0,0,0,0,0,0,0,0.8,0.3,1.2,0.6,6.3,107.01
329,20897,Bobby Okereke,IND,ILB,17,0,0,0,0,0,0,0,0,0.9,0.5,1.2,0.6,6.3,106.88
330,20868,Alexander Mattison,MIN,RB,17,0,0,0,537.1,2.7,18.9,146.8,0.8,0,0,0,0,6.3,106.49
331,19843,Hayden Hurst,ATL,TE,17,0,0,0,0,0,41.3,428.6,3.7,0,0,0,0,6.2,106.16
332,21107,Darnell Savage,GB,SS,17,0,0,0,0,0,0,0,0,0.5,2.2,1.4,0.7,6.2,106.15
333,19026,Rayshawn Jenkins,JAX,FS,17,0,0,0,0,0,0,0,0,0.6,1.9,1.1,0.6,6.2,106.02
334,69,New Orleans Saints,NO,DST,17,0,0,0,0,0,0,0,0,41.3,14,7,11.2,6.2,106
334,55,Kansas City Chiefs,KC,DST,17,0,0,0,0,0,0,0,0,38.7,14,12,12,6.2,106
336,21934,L'Jarius Sneed,KC,DB,17,0,0,0,0,0,0,0,0,2.2,1.9,1.1,0.5,6.2,105.84
337,20842,Dre'Mont Jones,DEN,DE,17,0,0,0,0,0,0,0,0,7.3,0.7,0.8,0.4,6.2,105.66
338,16862,Trey Flowers,DET,DE,17,0,0,0,0,0,0,0,0,6.4,0.5,1,0.5,6.2,105.58
339,19960,DeShon Elliott,BAL,FS,17,0,0,0,0,0,0,0,0,1.9,0.3,1.7,0.8,6.2,105.48
340,18064,Matthew Judon,NE,OLB,17,0,0,0,0,0,0,0,0,7.1,0.2,0.8,0.4,6.2,105.37
341,3943,DeSean Jackson,LAR,WR,17,0,0,0,5.7,0,31,533.5,3.5,0,0,0,0,6.2,105.32
342,16067,Kerry Hyder Jr.,SEA,DE,17,0,0,0,0,0,0,0,0,6.6,0.4,1.1,0.6,6.2,105.27
343,93,San Francisco 49ers,SF,DST,17,0,0,0,0,0,0,0,0,42.3,13.2,13,12.7,6.2,105
344,12955,J.J. Watt,ARI,DE,17,0,0,0,0,0,0,0,0,5.2,0.9,1.5,0.7,6.2,104.84
345,16821,Randy Gregory,DAL,DE,17,0,0,0,0,0,0,0,0,7.4,0.7,0.9,0.4,6.1,104.28
345,19985,Sebastian Joseph-Day,LAR,NT,17,0,0,0,0,0,0,0,0,2.4,0.2,0.9,0.5,6.1,104.28
347,21,New England Patriots,NE,DST,17,0,0,0,0,0,0,0,0,38.7,14.9,5,11.8,6.1,104
348,19004,Eddie Jackson,CHI,SS,17,0,0,0,0,0,0,0,0,0.4,0.8,1.4,0.7,6.1,103.98
349,22092,Chase Young,WAS,DE,17,0,0,0,0,0,0,0,0,6.5,0.5,1.1,0.6,6.1,103.95
350,11105,Kareem Jackson,DEN,SS,17,0,0,0,0,0,0,0,0,0,1.2,1.3,0.6,6.1,103.9
351,19937,Keke Coutee,HOU,WR,17,0,0,0,0.9,0.1,40.1,492.7,2.6,0,0,0,0,6.1,103.46
352,16799,Preston Smith,GB,OLB,17,0,0,0,0,0,0,0,0,6.3,0.6,1.2,0.6,6.1,103.41
353,19866,Justin Reid,HOU,SS,17,0,0,0,0,0,0,0,0,1.1,1.1,1.4,0.7,6.1,103.37
354,16885,Kwon Alexander,NO,OLB,17,0,0,0,0,0,0,0,0,1.5,0.6,1.1,0.6,6.1,103.2
355,14,Indianapolis Colts,IND,DST,17,0,0,0,0,0,0,0,0,41.1,13.4,14,12.9,6.1,103
356,22703,Matt Ammendola,NYJ,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6,102.8
357,18331,Chris Jones,KC,NT,17,0,0,0,0,0,0,0,0,7.4,0.2,1.1,0.5,6,102.78
358,20924,Hunter Renfrow,LV,WR,17,0,0,0,0.6,0,42.8,481.1,2.1,0,0,0,0,6,102.57
359,20915,Germaine Pratt,CIN,ILB,17,0,0,0,0,0,0,0,0,0.3,0.2,1,0.5,6,102.41
360,19876,Tracy Walker,DET,FS,17,0,0,0,0,0,0,0,0,0.5,0.6,1.2,0.6,6,102.35
361,20145,Allen Lazard,GB,WR,17,0,0,0,12.6,0,36.5,503.1,2.5,0,0,0,0,6,102.27
362,15226,Tyrann Mathieu,KC,SS,17,0,0,0,0,0,0,0,0,0.8,2.6,1.5,0.7,6,102.16
363,32,Los Angeles Rams,LAR,DST,17,0,0,0,0,0,0,0,0,46,13.6,11,13.5,6,102
364,18268,Romeo Okwara,DET,OLB,17,0,0,0,0,0,0,0,0,6.8,0.4,1.1,0.5,6,101.61
365,16093,C.J. Mosley,NYJ,ILB,17,0,0,0,0,0,0,0,0,0.6,1.7,1,0.5,6,101.52
366,20744,Bless Austin,NYJ,CB,17,0,0,0,0,0,0,0,0,0,0.5,1.4,0.7,6,101.5
367,19904,Ronnie Harrison Jr.,CLE,SS,17,0,0,0,0,0,0,0,0,1.5,1.2,0.9,0.5,6,101.45
368,19049,Anthony Walker,CLE,ILB,17,0,0,0,0,0,0,0,0,1,0.6,0.9,0.4,6,101.35
369,21937,Jordan Fuller,LAR,S,17,0,0,0,0,0,0,0,0,0.1,2.3,1.4,0.7,6,101.32
370,19037,Matt Milano,BUF,OLB,17,0,0,0,0,0,0,0,0,2.4,0.4,1,0.5,5.9,101.13
371,17053,Malcolm Brown,MIA,RB,17,0,0,0,417.7,3.6,21.7,152.2,0.4,0,0,0,0,5.9,101.09
372,19829,Minkah Fitzpatrick,PIT,FS,17,0,0,0,0,0,0,0,0,0,1.8,1.6,0.8,5.9,100.7
373,22614,Kadarius Toney,NYG,WR,17,0,0,0,62.1,0.3,37.7,437.5,2,0,0,0,0,5.9,100.66
374,21542,Chase McLaughlin,CLE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,5.9,100.2
375,18040,Juston Burris,CAR,SS,17,0,0,0,0,0,0,0,0,0.8,2.1,1.5,0.7,5.9,100.16
376,16808,Eric Rowe,MIA,SS,17,0,0,0,0,0,0,0,0,0.1,1.1,1.3,0.7,5.9,100.12
377,20850,Dawson Knox,BUF,TE,17,0,0,0,0,0,36.2,412.8,3.9,0,0,0,0,5.9,99.68
378,19832,Bradley Chubb,DEN,OLB,17,0,0,0,0,0,0,0,0,6.7,0.6,1,0.5,5.8,99.19
379,21754,Donovan Peoples-Jones,CLE,WR,17,0,0,0,0.5,0,31.6,498.7,3,0,0,0,0,5.8,99.12
380,22569,D'Wayne Eskridge,SEA,WR,17,0,0,0,30.3,0,34.9,467.6,2.5,0,0,0,0,5.8,99.09
381,16778,Arik Armstead,SF,DE,17,0,0,0,0,0,0,0,0,6.1,0.3,1.1,0.5,5.8,98.82
382,20713,Nick Bosa,SF,DE,17,0,0,0,0,0,0,0,0,6.3,0.9,0.8,0.4,5.8,98.81
383,18901,O.J. Howard,TB,TE,17,0,0,0,0,0,35,445,3.3,0,0,0,0,5.8,98.3
384,13961,Randy Bullock,DET,K,17,0,0,0,0,0,0,0,0,0,0,0,0,5.8,98.1
385,18925,Kevin King,GB,CB,17,0,0,0,0,0,0,0,0,0.5,2.1,1.4,0.7,5.8,98
385,18905,Marshon Lattimore,NO,CB,17,0,0,0,0,0,0,0,0,0,1.2,1.3,0.7,5.8,98
385,37,Buffalo Bills,BUF,DST,17,0,0,0,0,0,0,0,0,39.7,14.3,15,12.1,5.8,98
388,20971,Andrew Van Ginkel,MIA,OLB,17,0,0,0,0,0,0,0,0,5.9,0.5,0.9,0.4,5.8,97.93
389,18316,Mike Hilton,CIN,CB,17,0,0,0,0,0,0,0,0,2.2,1.7,1,0.5,5.7,97.54
390,20956,Montez Sweat,WAS,DE,17,0,0,0,0,0,0,0,0,6.2,0.6,1,0.5,5.7,97.44
391,16764,Dante Fowler Jr.,ATL,OLB,17,0,0,0,0,0,0,0,0,8.4,0.3,1,0.5,5.7,96.78
392,19892,Carlton Davis,TB,CB,17,0,0,0,0,0,0,0,0,0,2.1,1.7,0.9,5.7,96.55
393,16834,Tevin Coleman,NYJ,RB,17,0,0,0,460.5,3.2,17.7,137.2,0.3,0,0,0,0,5.7,96.27
394,18029,Eric Murray,HOU,FS,17,0,0,0,0,0,0,0,0,2.1,0.4,1.4,0.7,5.7,96.22
395,20919,Taylor Rapp,LAR,SS,17,0,0,0,0,0,0,0,0,0.1,1.3,1.2,0.6,5.7,96.12
396,16690,Kevin Pierre-Louis,HOU,ILB,17,0,0,0,0,0,0,0,0,0.9,0.7,0.9,0.4,5.7,96.08
397,22075,A.J. Terrell,ATL,CB,17,0,0,0,0,0,0,0,0,0.1,1.5,1.5,0.7,5.7,96.07
398,26,Philadelphia Eagles,PHI,DST,17,0,0,0,0,0,0,0,0,40.1,12.1,15,10.8,5.6,96
399,21984,Willie Gay,KC,LB,17,0,0,0,0,0,0,0,0,1.9,0.2,0.8,0.4,5.6,95.93
400,18918,Tre'Davious White,BUF,CB,17,0,0,0,0,0,0,0,0,1.2,3.2,1.5,0.7,5.6,95.79
401,14059,Derek Wolfe,BAL,DE,17,0,0,0,0,0,0,0,0,4.4,0.2,1.1,0.6,5.6,95.78
402,18089,Rashard Higgins,CLE,WR,17,0,0,0,0,0,32.7,450.3,3.1,0,0,0,0,5.6,95.53
403,17113,Quinton Dunbar,DET,CB,17,0,0,0,0,0,0,0,0,0.1,2.7,1.4,0.7,5.6,95.17
404,18047,Demarcus Robinson,KC,WR,17,0,0,0,0.1,0,36.5,432.1,2.7,0,0,0,0,5.6,95.12
405,95,Tampa Bay Buccaneers,TB,DST,17,0,0,0,0,0,0,0,0,45.8,15.3,15,13.7,5.6,95
406,22004,Isaiah Simmons,ARI,LB,17,0,0,0,0,0,0,0,0,2,0.8,0.9,0.4,5.6,94.9
407,19903,Jordan Akins,HOU,TE,17,0,0,0,0.2,0,39.6,433.3,2,0,0,0,0,5.6,94.75
408,18875,Jonathan Allen,WAS,DT,17,0,0,0,0,0,0,0,0,3.7,0.3,1.1,0.6,5.6,94.74
409,19859,Uchenna Nwosu,LAC,OLB,17,0,0,0,0,0,0,0,0,5.7,0.5,0.6,0.3,5.5,94.29
410,16809,Denzel Perryman,LV,ILB,17,0,0,0,0,0,0,0,0,0.9,0.7,0.8,0.4,5.5,94.28
411,19017,Josh Reynolds,TEN,WR,17,0,0,0,2.6,0,34.1,429.9,2.9,0,0,0,0,5.5,93.95
412,19865,James Washington,PIT,WR,17,0,0,0,0.1,0,29.9,421.5,3.7,0,0,0,0,5.5,93.66
413,20733,Nasir Adderley,LAC,FS,17,0,0,0,0,0,0,0,0,0.1,1.1,1.1,0.6,5.5,93.42
414,13894,Tashaun Gipson Sr.,CHI,FS,17,0,0,0,0,0,0,0,0,0,1.8,1.4,0.7,5.5,93.25
415,90,Seattle Seahawks,SEA,DST,17,0,0,0,0,0,0,0,0,39.6,13.5,14,11.1,5.5,93
415,49,Denver Broncos,DEN,DST,17,0,0,0,0,0,0,0,0,42.2,12.9,12,12,5.5,93
417,16888,Damien Wilson,JAX,LB,17,0,0,0,0,0,0,0,0,1.1,0.1,0.7,0.4,5.5,92.92
418,19849,Terrell Edmunds,PIT,SS,17,0,0,0,0,0,0,0,0,0.4,0.6,1.4,0.7,5.5,92.83
419,18735,Sam Ficken,TEN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,5.5,92.8
420,16837,Chris Conley,HOU,WR,17,0,0,0,0,0,35.2,457.8,2.1,0,0,0,0,5.5,92.78
421,19928,Taron Johnson,BUF,CB,17,0,0,0,0,0,0,0,0,1,0.7,1.2,0.6,5.5,92.7
422,14397,Michael Brockers,DET,DL,17,0,0,0,0,0,0,0,0,3.8,0.2,1.1,0.5,5.5,92.66
423,22697,Zaven Collins,ARI,ILB,17,0,0,0,0,0,0,0,0,0.7,0.5,1,0.5,5.4,92.39
424,18555,Morgan Fox,CAR,DE,17,0,0,0,0,0,0,0,0,6.8,0.3,0.9,0.5,5.4,92.21
425,21957,Quez Watkins,PHI,WR,17,0,0,0,0.5,0,32.1,460.3,2.4,0,0,0,0,5.4,92.18
426,18986,Shaquill Griffin,JAX,CB,17,0,0,0,0,0,0,0,0,0,1.3,1.2,0.6,5.4,92.1
427,67,Minnesota Vikings,MIN,DST,17,0,0,0,0,0,0,0,0,36.5,13.6,11,11.4,5.4,92
427,12,Green Bay Packers,GB,DST,17,0,0,0,0,0,0,0,0,40.3,13.4,12,11.2,5.4,92
427,38,Chicago Bears,CHI,DST,17,0,0,0,0,0,0,0,0,37.4,12.4,15,12,5.4,92
430,19864,Anthony Miller,HOU,WR,17,0,0,0,6.1,0,35.4,429.8,2.3,0,0,0,0,5.4,91.99
431,18321,Jarrod Wilson,JAX,FS,17,0,0,0,0,0,0,0,0,0.1,1.2,1.2,0.6,5.4,91.97
432,18012,Jordan Jenkins,HOU,OLB,17,0,0,0,0,0,0,0,0,6.3,0.4,0.9,0.4,5.4,91.91
433,20940,Jeffery Simmons,TEN,DE,17,0,0,0,0,0,0,0,0,3.8,0.2,1.1,0.5,5.4,91.86
434,16310,Denico Autry,TEN,DL,17,0,0,0,0,0,0,0,0,6.9,0.3,0.9,0.5,5.4,91.78
435,16625,Lamarcus Joyner,NYJ,FS,17,0,0,0,0,0,0,0,0,0,0.3,1.1,0.5,5.4,91.75
436,21142,Olamide Zaccheaus,ATL,WR,17,0,0,0,0.9,0,34.1,453.3,2.1,0,0,0,0,5.4,91.72
437,22156,Tae Crowder,NYG,LB,17,0,0,0,0,0,0,0,0,1.2,0.3,0.9,0.4,5.4,91.54
438,20150,Byron Pringle,KC,WR,17,0,0,0,0,0,32.5,420.3,2.9,0,0,0,0,5.4,91.33
439,19560,Michael Davis,LAC,CB,17,0,0,0,0,0,0,0,0,0,2.5,1.1,0.6,5.4,91
439,22051,Trevon Diggs,DAL,CB,17,0,0,0,0,0,0,0,0,1,2,1.3,0.7,5.4,91
441,19954,Jordan Whitehead,TB,SS,17,0,0,0,0,0,0,0,0,0.9,1.3,1.6,0.8,5.3,90.93
442,16678,Jimmie Ward,SF,FS,17,0,0,0,0,0,0,0,0,0.6,0.3,1.4,0.7,5.3,90.82
443,22076,Bryce Hall,NYJ,CB,17,0,0,0,0,0,0,0,0,0.1,1.8,1.4,0.7,5.3,90.77
444,19920,Dalton Schultz,DAL,TE,17,0,0,0,0,0,35.1,392,2.8,0,0,0,0,5.3,90.7
445,21741,Denzel Mims,NYJ,WR,17,0,0,0,0.4,0,31.2,446.2,2.5,0,0,0,0,5.3,90.66
446,21729,Quintez Cephus,DET,WR,17,0,0,0,0.2,0,30.9,473.2,2.1,0,0,0,0,5.3,90.64
447,21108,Sione Takitaki,CLE,ILB,17,0,0,0,0,0,0,0,0,1.3,0.6,0.8,0.4,5.3,90.56
448,18937,Marcus Williams,NO,SS,17,0,0,0,0,0,0,0,0,0.1,2.3,1.3,0.7,5.3,90.52
