Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
254,18981,Trey Hendrickson,CIN,DE,16,0,0,0,0,0,0,0,0,14,0,3,0,7.1,113.15
255,21163,Deonte Harty,NO,WR,13,0,0,0,41,0,36,570,3,0,0,0,0,8.7,113.1
256,18927,Budda Baker,ARI,S,17,0,0,0,0,0,0,0,0,2,3,0,1,6.6,113
256,49,Denver Broncos,DEN,DST,17,0,0,0,0,0,0,0,0,36,13,6,6,6.6,113
258,21490,Azeez Al-Shaair,SF,LB,13,0,0,0,0,0,0,0,0,2,1,1,2,8.7,112.8
259,19912,Nyheim Hines,IND,RB,17,0,0,0,276,2,40,310,1,0,0,0,0,6.6,112.6
260,16819,Markus Golden,ARI,OLB,16,0,0,0,0,0,0,0,0,11,0,3,2,7,112.5
261,16888,Damien Wilson,JAX,LB,17,0,0,0,0,0,0,0,0,3,1,1,0,6.6,112.3
262,15136,Micah Hyde,BUF,S,17,0,0,0,0,0,0,0,0,1,5,1,2,6.6,112.1
263,19944,Ja'Whaun Bentley,NE,LB,16,0,0,0,0,0,0,0,0,1,0,3,0,7,111.5
264,17991,Vonn Bell,CIN,S,16,0,0,0,0,0,0,0,0,0.5,1,3,1,6.9,111.1
265,20971,Andrew Van Ginkel,MIA,LB,17,0,0,0,0,0,0,0,0,4,0,1,0,6.5,110.75
266,18875,Jonathan Allen,WAS,DT,17,0,0,0,0,0,0,0,0,9,0,0,0,6.5,110.1
267,18944,Kareem Hunt,CLE,RB,8,0,0,0,386,5,22,174,0,0,0,0,0,13.8,110
268,21754,Donovan Peoples-Jones,CLE,WR,14,0,0,0,0,0,34,597,3,0,0,0,0,7.8,109.7
268,16866,Jamison Crowder,NYJ,WR,12,0,0,0,0,0,51,447,2,0,0,0,0,9.1,109.7
270,19037,Matt Milano,BUF,LB,16,0,0,0,0,0,0,0,0,3,0,0,2,6.8,109.2
271,21736,Bryan Edwards,LV,WR,16,0,0,0,0,0,34,571,3,0,0,0,0,6.8,109.1
271,22626,Rondale Moore,ARI,WR,14,0,0,0,76,0,54,435,1,0,0,0,0,7.8,109.1
273,20167,J.C. Jackson,NE,CB,17,0,0,0,0,0,0,0,0,0,8,1,0,6.4,109
273,21936,Xavier McKinney,NYG,S,17,0,0,0,0,0,0,0,0,0,5,0,0,6.4,109
273,28,Pittsburgh Steelers,PIT,DST,17,0,0,0,0,0,0,0,0,55,13,18,10,6.4,109
276,17958,Emmanuel Ogbah,MIA,DE,17,0,0,0,0,0,0,0,0,9,0,1,1,6.4,108.9
277,13337,Mark Ingram II,NO,RB,14,0,0,0,554,2,27,162,0,0,0,0,0,7.8,108.6
278,21897,Alex Highsmith,PIT,LB,16,0,0,0,0,0,0,0,0,6,0,1,0,6.8,108.55
279,21982,Patrick Queen,BAL,ILB,17,0,0,0,0,0,0,0,0,2,0,1,1,6.4,108.4
280,16724,Adrian Phillips,NE,DB,17,0,0,0,0,0,0,0,0,0,4,1,0,6.4,108
280,21926,Kyle Dugger,NE,DB,15,0,0,0,0,0,0,0,0,0,4,0,1,7.2,108
280,20731,Johnathan Abram,LV,S,14,0,0,0,0,0,0,0,0,0,1,0,1,7.7,108
280,7,Cincinnati Bengals,CIN,DST,17,0,0,0,0,0,0,0,0,42,13,17,8,6.4,108
284,16467,Kyle Van Noy,NE,OLB,16,0,0,0,0,0,0,0,0,5,1,2,1,6.7,107.7
284,20919,Taylor Rapp,LAR,DB,17,0,0,0,0,0,0,0,0,1.5,4,0,1,6.3,107.7
286,21052,Brian Burns,CAR,DE,17,0,0,0,0,0,0,0,0,9,0,2,0,6.3,107.65
287,20767,Rashan Gary,GB,LB,16,0,0,0,0,0,0,0,0,9.5,0,2,1,6.7,107.6
287,18876,David Njoku,CLE,TE,16,0,0,0,1,0,36,475,4,0,0,0,0,6.7,107.6
287,21734,Nick Westbrook-Ikhine,TEN,WR,16,0,0,0,0,0,38,476,4,0,0,0,0,6.7,107.6
290,19876,Tracy Walker III,DET,S,15,0,0,0,0,0,0,0,0,1,1,0,0,7.2,107.3
290,18023,Justin Simmons,DEN,S,17,0,0,0,0,0,0,0,0,1.5,5,0,0,6.3,107.3
292,20033,Jason Sanders,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.3,107
292,26,Philadelphia Eagles,PHI,DST,17,0,0,0,0,0,0,0,0,29,12,13,4,6.3,107
292,38,Chicago Bears,CHI,DST,17,0,0,0,0,0,0,0,0,49,8,14,9,6.3,107
295,19871,Sam Hubbard,CIN,DE,16,0,0,0,0,0,0,0,0,7.5,0,1,2,6.7,106.7
296,21927,Brandon Jones,MIA,S,15,0,0,0,0,0,0,0,0,5,1,1,2,7.1,106.4
297,17967,Joe Schobert,PIT,ILB,16,0,0,0,0,0,0,0,0,0,1,1,0,6.6,106
297,8,Cleveland Browns,CLE,DST,17,0,0,0,0,0,0,0,0,43,13,12,7,6.2,106
299,18926,Zay Jones,LV,WR,17,0,0,0,3,0,47,546,1,0,0,0,0,6.2,105.9
300,22003,Logan Wilson,CIN,LB,13,0,0,0,0,0,0,0,0,1,4,1,0,8.1,105.7
301,20940,Jeffery Simmons,TEN,DT,17,0,0,0,0,0,0,0,0,8.5,0,0,0,6.2,105.45
302,21784,Zack Moss,BUF,RB,13,0,0,0,345,4,23,197,1,0,0,0,0,8.1,105.2
302,18879,Corey Davis,NYJ,WR,9,0,0,0,0,0,34,492,4,0,0,0,0,11.7,105.2
304,14375,Lavonte David,TB,ILB,12,0,0,0,0,0,0,0,0,2,0,2,1,8.8,105.1
304,15226,Tyrann Mathieu,KC,FS,16,0,0,0,0,0,0,0,0,1,3,0,3,6.6,105.1
306,1410,Robbie Gould,SF,K,13,0,0,0,0,0,0,0,0,0,0,0,0,8.1,105
306,16301,Cairo Santos,CHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.2,105
308,16767,Leonard Williams,NYG,DL,17,0,0,0,0,0,0,0,0,6.5,0,2,1,6.2,104.85
309,17933,DeForest Buckner,IND,DT,17,0,0,0,0,0,0,0,0,7,0,0,0,6.2,104.55
310,14917,Rex Burkhead,HOU,RB,16,0,0,0,427,3,25,186,0,0,0,0,0,6.5,104.3
311,21593,D'Ernest Johnson,CLE,RB,17,0,0,0,534,3,19,137,0,0,0,0,0,6.1,104.1
312,19836,Tremaine Edmunds,BUF,LB,15,0,0,0,0,0,0,0,0,0,1,0,0,6.9,104
313,15071,Latavius Murray,BAL,RB,14,0,0,0,501,6,10,75,0,0,0,0,0,7.4,103.6
314,18921,Charles Harris,DET,DL,17,0,0,0,0,0,0,0,0,7.5,0,2,0,6.1,103.5
314,16775,DeVante Parker,MIA,WR,10,0,0,0,0,0,40,515,2,0,0,0,0,10.4,103.5
314,22623,Rashod Bateman,BAL,WR,12,0,0,0,0,0,46,515,1,0,0,0,0,8.6,103.5
317,16781,Nelson Agholor,NE,WR,15,0,0,0,11,0,37,473,3,0,0,0,0,6.9,103.4
318,16960,Quandre Diggs,SEA,FS,17,0,0,0,0,0,0,0,0,0,5,0,0,6.1,103
319,17976,Xavien Howard,MIA,CB,16,0,0,0,0,0,0,0,0,1,5,2,2,6.4,102.5
319,18003,Kenyan Drake,LV,RB,12,0,0,0,254,2,30,291,1,0,0,0,0,8.5,102.5
319,18912,Evan Engram,NYG,TE,15,0,0,0,-3,0,46,408,3,0,0,0,0,6.8,102.5
322,18106,Anthony Brown,DAL,CB,16,0,0,0,0,0,0,0,0,0,3,1,0,6.3,101
322,17215,Jason Myers,SEA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,5.9,101
322,97,Washington Commanders,WAS,DST,17,0,0,0,0,0,0,0,0,38,11,9,8,5.9,101
325,22075,A.J. Terrell,ATL,CB,16,0,0,0,0,0,0,0,0,1,3,1,0,6.3,100.7
326,20733,Nasir Adderley,LAC,S,15,0,0,0,0,0,0,0,0,0.5,0,1,1,6.7,100.35
327,19849,Terrell Edmunds,PIT,S,17,0,0,0,0,0,0,0,0,1,2,0,0,5.9,100.3
328,21934,L'Jarius Sneed,KC,CB,15,0,0,0,0,0,0,0,0,1,2,1,1,6.6,99.6
329,19062,Desmond King II,HOU,DB,16,0,0,0,0,0,0,0,0,0,3,1,0,6.2,99.5
330,20915,Germaine Pratt,CIN,LB,15,0,0,0,0,0,0,0,0,0.5,1,2,2,6.6,99.4
331,16133,Christian Kirksey,HOU,OLB,13,0,0,0,0,0,0,0,0,0,1,0,2,7.6,99
332,13022,Von Miller,LAR,LB,15,0,0,0,0,0,0,0,0,8.5,0,0,0,6.6,98.9
333,18930,Tyus Bowser,BAL,OLB,17,0,0,0,0,0,0,0,0,7,0,2,0,5.8,98.6
333,20039,Boston Scott,PHI,RB,16,0,0,0,373,7,13,83,0,0,0,0,0,6.2,98.6
335,18982,Rasul Douglas,GB,CB,12,0,0,0,0,0,0,0,0,0,5,1,0,8.2,98.5
336,16794,Landon Collins,WAS,SS,13,0,0,0,0,0,0,0,0,3,2,1,2,7.6,98.2
337,16902,Adrian Amos,GB,S,17,0,0,0,0,0,0,0,0,0,2,0,0,5.8,98
337,19049,Anthony Walker Jr.,CLE,LB,13,0,0,0,0,0,0,0,0,1,0,0,0,7.5,98
339,21448,Jalen Guyton,LAC,WR,16,0,0,0,34,0,31,448,3,0,0,0,0,6.1,97.2
340,21937,Jordan Fuller,LAR,S,16,0,0,0,0,0,0,0,0,0,1,0,0,6.1,97
341,18017,Javon Hargrave,PHI,DT,16,0,0,0,0,0,0,0,0,7.5,0,1,0,6.1,96.95
342,21923,Kamren Curl,WAS,S,16,0,0,0,0,0,0,0,0,1,0,0,1,6,96
342,16799,Preston Smith,GB,LB,16,0,0,0,0,0,0,0,0,9,0,2,2,6,96
344,22076,Bryce Hall,NYJ,CB,17,0,0,0,0,0,0,0,0,0.5,0,0,0,5.6,95.9
344,22841,Jevon Holland,MIA,S,16,0,0,0,0,0,0,0,0,2.5,2,0,2,6,95.9
346,19070,Chuck Clark,BAL,SS,16,0,0,0,0,0,0,0,0,1,2,0,0,6,95.7
347,21332,Troy Reeder,LAR,LB,17,0,0,0,0,0,0,0,0,2,2,0,0,5.6,95.4
348,16194,Jadeveon Clowney,CLE,DE,14,0,0,0,0,0,0,0,0,9,0,2,0,6.8,95.35
349,18013,Kendall Fuller,WAS,CB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.9,95.1
350,21519,Joey Slye,WAS,K,12,0,0,0,0,0,0,0,0,0,0,0,0,7.9,95
351,20888,Byron Murphy Jr.,ARI,CB,16,0,0,0,0,0,0,0,0,0.5,4,1,1,5.9,94.55
352,19172,Zach Pascal,IND,WR,16,0,0,0,21,0,38,384,3,0,0,0,0,5.9,94.5
353,20144,Michael Badgley,IND,K,13,0,0,0,0,0,0,0,0,0,0,0,0,7.2,94
354,19928,Taron Johnson,BUF,CB,16,0,0,0,0,0,0,0,0,3,1,1,0,5.9,93.9
354,18957,D'Onta Foreman,TEN,RB,9,0,0,0,566,3,9,123,0,0,0,0,0,10.4,93.9
356,13227,Randall Cobb,GB,WR,12,0,0,0,1,0,28,375,5,0,0,0,0,7.8,93.6
357,15127,Darius Slay,PHI,CB,16,0,0,0,0,0,0,0,0,0,3,0,2,5.8,93
357,90,Seattle Seahawks,SEA,DST,17,0,0,0,0,0,0,0,0,34,11,7,7,5.5,93
359,22613,Joshua Palmer,LAC,WR,17,0,0,0,6,0,33,353,4,0,0,0,0,5.5,92.9
360,18905,Marshon Lattimore,NO,CB,16,0,0,0,0,0,0,0,0,0,3,0,1,5.8,92.5
360,17963,Austin Hooper,CLE,TE,16,0,0,0,0,0,38,345,3,0,0,0,0,5.8,92.5
362,18130,Elandon Roberts,MIA,LB,17,0,0,0,0,0,0,0,0,1,1,2,0,5.4,92.2
362,19835,Marcus Davenport,NO,DE,11,0,0,0,0,0,0,0,0,9,0,3,1,8.4,92.2
364,19873,Jessie Bates III,CIN,S,15,0,0,0,0,0,0,0,0,0,1,0,1,6.1,91.5
364,19867,Michael Gallup,DAL,WR,9,0,0,0,0,0,35,445,2,0,0,0,0,10.2,91.5
366,75,New York Giants,NYG,DST,17,0,0,0,0,0,0,0,0,34,15,12,9,5.4,91
367,9196,Malcolm Jenkins,NO,SS,16,0,0,0,0,0,0,0,0,1,1,1,0,5.7,90.8
368,16496,Anthony Barr,MIN,LB,11,0,0,0,0,0,0,0,0,2.5,3,0,2,8.2,90.7
368,21909,D.J. Wonnum,MIN,OLB,17,0,0,0,0,0,0,0,0,8,0,1,0,5.3,90.7
370,18975,Jourdan Lewis,DAL,CB,16,0,0,0,0,0,0,0,0,1.5,3,1,2,5.7,90.45
371,19949,Avonte Maddox,PHI,CB,16,0,0,0,0,0,0,0,0,0.5,1,2,0,5.6,90.35
372,17009,Trevor Siemian,NO,QB,6,1154,11,3,20,1,0,0,0,0,0,0,0,15,90.16
373,17925,Myles Jack,JAX,LB,15,0,0,0,0,0,0,0,0,0,0,0,0,6,90
374,21142,Olamide Zaccheaus,ATL,WR,17,0,0,0,2,0,31,406,3,0,0,0,0,5.3,89.8
375,19953,D.J. Reed,SEA,CB,14,0,0,0,0,0,0,0,0,0,2,0,1,6.4,89.5
375,20217,Tavierre Thomas,HOU,DB,17,0,0,0,0,0,0,0,0,0,2,1,0,5.3,89.5
375,16815,Ameer Abdullah,CAR,RB,17,0,0,0,166,0,38,289,1,0,0,0,0,5.3,89.5
378,18977,Kenny Golladay,NYG,WR,14,0,0,0,0,0,37,521,0,0,0,0,0,6.4,89.1
379,19954,Jordan Whitehead,TB,S,14,0,0,0,0,0,0,0,0,0,2,1,0,6.4,89
379,21542,Chase McLaughlin,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5.6,89
381,18923,Jamal Adams,SEA,SS,12,0,0,0,0,0,0,0,0,0,2,0,0,7.4,88.5
382,19079,Zane Gonzalez,CAR,K,12,0,0,0,0,0,0,0,0,0,0,0,0,7.3,88
382,5,Carolina Panthers,CAR,DST,17,0,0,0,0,0,0,0,0,39,9,14,8,5.2,88
384,19897,Tre'Quan Smith,NO,WR,11,0,0,0,0,0,32,377,3,0,0,0,0,8,87.7
385,22266,Krys Barnes,GB,LB,16,0,0,0,0,0,0,0,0,1,0,0,2,5.5,87.3
386,20791,Will Harris,DET,CB,17,0,0,0,0,0,0,0,0,0.5,0,1,0,5.1,87.05
386,18559,Cory Littleton,LV,LB,17,0,0,0,0,0,0,0,0,0.5,0,0,1,5.1,87.05
388,18316,Mike Hilton,CIN,CB,17,0,0,0,0,0,0,0,0,0,2,1,0,5.1,87
388,17999,Yannick Ngakoue,LV,DE,17,0,0,0,0,0,0,0,0,10,0,2,0,5.1,87
388,13,Houston Texans,HOU,DST,17,0,0,0,0,0,0,0,0,32,17,16,8,5.1,87
388,19976,Marquez Valdes-Scantling,GB,WR,11,0,0,0,0,0,26,430,3,0,0,0,0,7.9,87
388,16263,Allen Robinson II,CHI,WR,12,0,0,0,0,0,38,410,1,0,0,0,0,7.2,87
393,21960,Freddie Swain,SEA,WR,17,0,0,0,32,0,25,343,4,0,0,0,0,5.1,86.5
394,11023,Carlos Dunlap,SEA,DE,17,0,0,0,0,0,0,0,0,8.5,0,1,0,5.1,86.45
395,13320,Cam Newton,CAR,QB,8,684,4,5,230,5,0,0,0,0,0,0,0,10.8,86.36
396,22870,Azeez Ojulari,NYG,OLB,17,0,0,0,0,0,0,0,0,8,0,1,0,5.1,86.3
397,20064,Justin Jackson,LAC,RB,14,0,0,0,364,2,22,178,0,0,0,0,0,6.2,86.2
398,18952,Larry Ogunjobi,CIN,DT,16,0,0,0,0,0,0,0,0,7,0,0,0,5.4,86.15
399,16310,Denico Autry,TEN,DL,17,0,0,0,0,0,0,0,0,9,0,0,0,5.1,86.05
400,15220,Alec Ogletree,CHI,ILB,16,0,0,0,0,0,0,0,0,0,0,1,0,5.4,86
401,22699,Jaelan Phillips,MIA,LB,17,0,0,0,0,0,0,0,0,8.5,0,0,1,5,85.65
402,19859,Uchenna Nwosu,LAC,LB,17,0,0,0,0,0,0,0,0,5,1,2,1,5,85.6
402,20738,Zach Allen,ARI,DE,15,0,0,0,0,0,0,0,0,3,1,0,3,5.7,85.6
404,19009,Jalen Reeves-Maybin,DET,OLB,15,0,0,0,0,0,0,0,0,0,0,2,1,5.7,85.5
404,18956,Zach Cunningham,TEN,LB,14,0,0,0,0,0,0,0,0,0,0,1,0,6.1,85.5
406,20884,Foster Moreau,LV,TE,17,0,0,0,0,0,30,373,3,0,0,1,1,5,85.3
407,18015,Nick Vigil,MIN,ILB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.3,85.2
408,21692,Jerry Jeudy,DEN,WR,10,0,0,0,3,0,38,467,0,0,0,0,0,8.5,85
409,20903,Amani Oruwariye,DET,CB,14,0,0,0,0,0,0,0,0,0,6,0,1,6,84.5
409,22692,Pat Surtain II,DEN,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,5.3,84.5
409,21694,Henry Ruggs III,LV,WR,7,0,0,0,16,0,24,469,2,0,0,0,0,12.1,84.5
412,12841,Andy Dalton,CHI,QB,8,1515,8,9,76,0,0,0,0,0,0,0,0,10.5,84.2
413,21203,Matthew Wright,JAX,K,14,0,0,0,0,0,0,0,0,0,0,0,0,6,84
414,19841,Daron Payne,WAS,DT,17,0,0,0,0,0,0,0,0,4.5,0,0,1,4.9,83.75
415,21756,Nico Collins,HOU,WR,14,0,0,0,0,0,33,446,1,0,0,0,0,6,83.6
416,20989,Quinnen Williams,NYJ,NT,15,0,0,0,0,0,0,0,0,6,0,0,0,5.6,83.5
416,16678,Jimmie Ward,SF,DB,16,0,0,0,0,0,0,0,0,0,2,0,0,5.2,83.5
418,22698,Greg Rousseau,BUF,DE,17,0,0,0,0,0,0,0,0,4,1,1,0,4.9,83.2
418,18993,Samaje Perine,CIN,RB,16,0,0,0,246,1,27,196,1,0,0,0,0,5.2,83.2
418,21721,Devin Duvernay,BAL,WR,16,0,0,0,50,1,33,272,2,0,0,0,0,5.2,83.2
421,18331,Chris Jones,KC,DT,14,0,0,0,0,0,0,0,0,9,0,1,1,5.9,83.05
422,11105,Kareem Jackson,DEN,S,15,0,0,0,0,0,0,0,0,1,1,0,0,5.5,83
422,36,Baltimore Ravens,BAL,DST,17,0,0,0,0,0,0,0,0,34,9,8,6,4.9,83
424,21810,Tyler Huntley,BAL,QB,7,1081,3,4,294,2,0,0,0,0,0,0,0,11.8,82.64
425,18953,Chidobe Awuzie,CIN,CB,14,0,0,0,0,0,0,0,0,0,2,0,0,5.9,82.5
426,17914,Laquon Treadwell,JAX,WR,12,0,0,0,0,0,33,434,1,0,0,0,0,6.9,82.4
427,22614,Kadarius Toney,NYG,WR,10,19,0,0,6,0,39,420,0,0,0,0,0,8.2,82.36
428,21717,Jauan Jennings,SF,WR,16,0,0,0,0,0,24,282,5,0,0,0,0,5.1,82.2
429,19890,Rasheem Green,SEA,DL,17,0,0,0,0,0,0,0,0,6.5,0,0,0,4.8,82.15
430,19886,Lorenzo Carter,NYG,LB,14,0,0,0,0,0,0,0,0,5,1,2,1,5.9,82.1
431,16905,Bobby McCain,WAS,S,17,0,0,0,0,0,0,0,0,0,4,0,0,4.8,82
431,21281,Andrew Wingard,JAX,S,15,0,0,0,4,0,0,0,0,1,1,0,0,5.5,82
433,12831,Tyrod Taylor,HOU,QB,6,966,5,5,151,3,0,0,0,0,0,0,0,13.6,81.74
434,18947,Chris Wormley,PIT,DL,15,0,0,0,0,0,0,0,0,7,0,1,0,5.4,81.55
435,22704,Paulson Adebo,NO,CB,17,0,0,0,0,0,0,0,0,0,3,0,0,4.8,81.5
436,21890,Trevis Gipson,CHI,DL,16,0,0,0,0,0,0,0,0,7,0,4,1,5.1,81.35
437,16847,David Johnson,HOU,RB,13,0,0,0,228,0,32,225,1,0,0,0,0,6.3,81.3
438,19926,Kenny Young,DEN,LB,13,0,0,0,0,0,0,0,0,2,0,2,1,6.2,81.1
438,22921,Nate Hobbs,LV,CB,16,0,0,0,0,0,0,0,0,1,1,1,0,5.1,81.1
440,19017,Josh Reynolds,DET,WR,12,0,0,0,0,0,29,396,2,0,0,0,0,6.7,80.6
441,20570,Darious Williams,LAR,CB,14,0,0,0,0,0,0,0,0,0,0,0,1,5.8,80.5
441,17218,DeAndre Carter,WAS,WR,17,0,0,0,89,0,24,296,3,0,0,0,0,4.7,80.5
443,13291,Julio Jones,TEN,WR,10,0,0,0,0,0,31,434,1,0,0,0,0,8,80.4
444,16778,Arik Armstead,SF,DL,17,0,0,0,0,0,0,0,0,6,0,0,0,4.7,80.3
445,19105,Al-Quadin Muhammad,IND,DL,17,0,0,0,0,0,0,0,0,6,0,1,0,4.7,80.1
445,12815,Josh Bynes,BAL,ILB,14,0,0,0,0,0,0,0,0,2,0,0,0,5.7,80.1
447,21879,Jonathan Greenard,HOU,DE,12,0,0,0,0,0,0,0,0,8,0,2,0,6.7,80
447,21192,Nik Needham,MIA,CB,17,0,0,0,0,0,0,0,0,1,2,0,1,4.7,80
447,18937,Marcus Williams,NO,S,16,0,0,0,0,0,0,0,0,0,2,1,0,5,80
450,22696,Jeremiah Owusu-Koramoah,CLE,LB,14,0,0,0,0,0,0,0,0,1.5,0,2,0,5.7,79.75
451,18900,Mo Alie-Cox,IND,TE,17,0,0,0,0,0,24,316,4,0,0,0,0,4.7,79.6
452,20862,David Long Jr.,TEN,LB,10,0,0,0,0,0,0,0,0,0,2,0,0,8,79.5
453,17290,Adam Humphries,WAS,WR,17,0,0,0,0,0,41,383,0,0,0,0,0,4.7,79.3
454,19918,Josh Sweat,PHI,DE,16,0,0,0,0,0,0,0,0,7.5,0,1,0,5,79.25
455,19861,Ronald Jones,TB,RB,16,0,0,0,428,4,10,64,0,0,0,0,0,5,79.2
455,15602,Jack Doyle,IND,TE,17,0,0,0,0,0,29,302,3,0,0,0,0,4.7,79.2
457,19296,Anthony Firkser,TEN,TE,15,0,0,0,0,1,34,291,2,0,0,0,1,5.3,79.1
458,22731,Tyson Campbell,JAX,CB,15,0,0,0,0,0,0,0,0,0,2,0,0,5.3,79
459,22563,Khalil Herbert,CHI,RB,17,0,0,0,433,2,14,96,0,0,0,0,0,4.6,78.9
459,19514,Keelan Cole,NYJ,WR,15,0,0,0,0,0,28,449,1,0,0,0,0,5.3,78.9
461,22808,Brandin Echols,NYJ,CB,14,0,0,0,0,0,0,0,0,0,2,0,0,5.6,78.5
461,16593,Cameron Brate,TB,TE,17,0,0,0,0,0,30,245,4,0,0,0,0,4.6,78.5
463,16885,Kwon Alexander,NO,LB,12,0,0,0,0,0,0,0,0,3.5,1,1,1,6.5,78.45
464,18964,Alex Anzalone,DET,LB,14,0,0,0,0,0,0,0,0,1,1,0,0,5.6,78.3
465,21686,Jalen Reagor,PHI,WR,17,0,0,0,32,0,33,299,2,0,0,0,0,4.6,78.1
466,84,Los Angeles Chargers,LAC,DST,17,0,0,0,0,0,0,0,0,35,11,19,10,4.6,78
467,17961,Sterling Shepard,NYG,WR,7,0,0,0,-9,0,36,366,1,0,0,0,0,11.1,77.7
468,22735,Michael Carter II,NYJ,CB,15,0,0,0,0,0,0,0,0,1,0,0,2,5.2,77.5
469,18333,Austin Johnson,NYG,DL,17,0,0,0,0,0,0,0,0,3.5,0,0,1,4.6,77.35
470,21054,Devin Bush,PIT,LB,14,0,0,0,0,0,0,0,0,2,0,1,1,5.5,77.3
471,17992,James Bradberry,NYG,CB,17,0,0,0,0,0,0,0,0,0,4,0,2,4.5,77
472,20968,Drue Tranquill,LAC,LB,14,0,0,0,0,0,0,0,0,1.5,0,0,1,5.5,76.9
473,19870,Donte Jackson,CAR,CB,12,0,0,0,0,0,0,0,0,0,2,1,0,6.4,76.5
473,22867,Odafe Oweh,BAL,OLB,15,0,0,0,0,0,0,0,0,5,0,3,2,5.1,76.5
475,16370,Terrance Mitchell,HOU,CB,14,0,0,0,0,0,0,0,0,0,1,3,0,5.4,76
475,21794,Albert Okwuegbunam,DEN,TE,14,0,0,0,0,0,33,330,2,0,0,0,0,5.4,76
477,16319,Shelby Harris,DEN,DE,16,0,0,0,0,0,0,0,0,6,0,1,0,4.7,75.9
478,3943,DeSean Jackson,LV,WR,16,0,0,0,4,0,20,454,2,0,0,0,0,4.7,75.8
478,19659,Dan Arnold,JAX,TE,11,0,0,0,0,0,35,408,0,0,0,0,0,6.9,75.8
480,20898,Ed Oliver,BUF,DT,17,0,0,0,0,0,0,0,0,4,0,1,0,4.5,75.75
481,22887,Elijah Molden,TEN,CB,16,0,0,0,0,0,0,0,0,0,1,1,1,4.7,75.5
481,20204,Charvarius Ward,KC,CB,13,0,0,0,0,0,0,0,0,0,2,0,0,5.8,75.5
483,19838,Leighton Vander Esch,DAL,LB,17,0,0,0,0,0,0,0,0,1,1,0,0,4.4,75.2
484,18959,Dawuane Smoot,JAX,DL,16,0,0,0,0,0,0,0,0,6,0,1,0,4.7,74.85
485,20051,Zach Sieler,MIA,DT,17,0,0,0,0,0,0,0,0,2,0,1,2,4.4,74.8
486,16839,P.J. Williams,NO,CB,16,0,0,0,0,0,0,0,0,2,3,1,0,4.7,74.6
487,16303,Daniel Sorensen,KC,S,17,0,0,0,0,0,0,0,0,1,2,0,0,4.4,74.4
488,14005,T.Y. Hilton,IND,WR,10,0,0,0,0,0,23,331,3,0,0,0,0,7.4,74.1
489,21882,Darrell Taylor,SEA,LB,16,0,0,0,0,0,0,0,0,6.5,0,1,0,4.6,74
489,19124,D.J. Jones,SF,DT,17,0,0,0,0,0,0,0,0,2,0,2,0,4.4,74
489,19004,Eddie Jackson,CHI,DB,14,0,0,0,0,0,0,0,0,0,0,1,0,5.3,74
492,14901,Kyle Juszczyk,SF,FB,17,0,0,0,22,1,30,296,1,0,0,0,0,4.3,73.8
493,20991,Khari Willis,IND,SS,11,0,0,0,0,0,0,0,0,1.5,2,0,1,6.7,73.75
494,13721,Fletcher Cox,PHI,DT,16,0,0,0,0,0,0,0,0,3.5,0,2,1,4.6,73.65
495,19065,Jeremy McNichols,TEN,RB,14,0,0,0,156,0,28,240,1,0,0,0,0,5.3,73.6
496,19964,Jermaine Carter,CAR,ILB,17,0,0,0,0,0,0,0,0,0,0,0,1,4.3,73.5
497,16407,Bashaud Breeland,ARI,CB,13,0,0,0,0,0,0,0,0,0,2,2,0,5.6,73
498,19885,BJ Hill,CIN,DT,16,0,0,0,0,0,0,0,0,5.5,0,0,0,4.6,72.8
498,21925,Ashtyn Davis,NYJ,S,13,0,0,0,0,0,0,0,0,0.5,2,3,0,5.6,72.8
500,20566,Dontrell Hilliard,TEN,RB,8,0,0,0,350,2,19,87,0,0,0,0,0,9.1,72.7
501,17947,Kenny Clark,GB,DL,16,0,0,0,0,0,0,0,0,4,0,0,1,4.5,72.6
502,20102,Levi Wallace,BUF,CB,17,0,0,0,0,0,0,0,0,0,2,0,1,4.3,72.5
502,21107,Darnell Savage,GB,S,17,0,0,0,0,0,0,0,0,0,2,0,0,4.3,72.5
504,18018,Jacoby Brissett,MIA,QB,11,1283,5,4,70,1,0,0,0,0,0,0,0,6.6,72.32
505,20748,Mike Edwards,TB,S,14,0,0,0,0,0,0,0,0,0,3,1,0,5.1,72
505,16808,Eric Rowe,MIA,S,17,0,0,0,0,0,0,0,0,0,0,3,0,4.2,72
505,21675,Tyler Johnson,TB,WR,17,0,0,0,0,0,36,360,0,0,0,0,0,4.2,72
508,14340,Josh Norman,SF,CB,15,0,0,0,0,0,0,0,0,0,1,6,0,4.8,71.5
508,16364,Anthony Hitchens,KC,LB,15,0,0,0,0,0,0,0,0,0,1,0,0,4.8,71.5
